      0,0          137.312          4       34.328,0       32.976,0       32.704       38.656      2.890,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          122.912          3       40.970,0       40.544,0       38.656       43.712      2.554,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.464          3        7.488,0        7.872,0        6.336        8.256      1.016,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.816          4       32.704,0       32.032,0       31.168       35.584      1.964,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.184          3       36.394,0       35.840,0       34.528       38.816      2.197,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.704          3        5.568,0        5.568,0        4.288        6.848      1.280,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.720          4       32.680,0       31.904,0       31.296       35.616      1.986,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.672          3       36.224,0       35.520,0       34.656       38.496      2.014,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.640          3        5.546,0        5.568,0        4.256        6.816      1.280,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.560          4       32.640,0       32.016,0       31.168       35.360      1.859,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.416          3       36.138,0       35.520,0       34.336       38.560      2.178,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.320          3        5.440,0        5.312,0        4.192        6.816      1.316,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.816          4       32.704,0       31.872,0       31.136       35.936      2.186,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.152          3       36.384,0       35.904,0       34.784       38.464      1.886,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.000          3        5.333,0        5.216,0        4.000        6.784      1.395,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.400          4       32.600,0       31.680,0       31.136       35.904      2.247,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.864          3       36.288,0       36.000,0       34.528       38.336      1.920,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           15.840          3        5.280,0        5.280,0        3.968        6.592      1.312,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.400          4       32.600,0       31.984,0       31.168       35.264      1.819,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.696          3       36.565,0       36.032,0       34.976       38.688      1.912,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.352          3        5.450,0        5.536,0        4.224        6.592      1.186,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.848          4       32.712,0       32.128,0       31.136       35.456      1.888,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.640          3       36.213,0       35.744,0       34.464       38.432      2.025,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.480          3        5.493,0        5.440,0        4.192        6.848      1.328,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.816          4       32.704,0       32.112,0       31.168       35.424      1.867,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.824          3       36.608,0       35.744,0       34.592       39.488      2.559,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.576          3        5.525,0        5.472,0        4.224        6.880      1.328,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.560          4       32.640,0       31.504,0       31.232       36.320      2.462,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          110.304          3       36.768,0       36.288,0       34.848       39.168      2.199,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.640          3        5.546,0        5.248,0        4.032        7.360      1.684,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.304          4       32.576,0       31.600,0       31.168       35.936      2.260,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.024          3       36.341,0       36.352,0       34.336       38.336      2.000,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.128          3        5.376,0        5.312,0        3.904        6.912      1.505,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.752          4       32.688,0       31.600,0       31.168       36.384      2.493,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.664          3       36.554,0       36.064,0       34.624       38.976      2.217,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.288          3        5.429,0        5.440,0        4.320        6.528      1.104,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          132.320          4       33.080,0       32.272,0       31.584       36.192      2.104,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          111.264          3       37.088,0       35.776,0       35.712       39.776      2.328,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.384          3        5.461,0        5.504,0        4.064        6.816      1.376,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.688          4       32.672,0       31.680,0       31.136       36.192      2.388,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.928          3       36.309,0       35.776,0       34.848       38.304      1.788,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.416          3        5.472,0        5.536,0        4.096        6.784      1.345,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          131.168          4       32.792,0       31.968,0       31.456       35.776      2.006,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.864          3       36.288,0       35.680,0       34.560       38.624      2.099,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.576          3        5.525,0        5.536,0        4.256        6.784      1.264,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          139.040          4       34.760,0       34.096,0       33.152       37.696      2.012,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          116.864          3       38.954,0       37.376,0       37.312       42.176      2.789,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.912          3        7.637,0        8.000,0        6.432        8.480      1.071,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.944          4       32.736,0       32.032,0       31.168       35.712      2.025,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.864          3       36.288,0       36.096,0       34.368       38.400      2.022,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           15.872          3        5.290,0        5.280,0        3.936        6.656      1.360,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          129.280          4       32.320,0       31.344,0       31.168       35.424      2.074,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          110.528          3       36.842,0       36.352,0       35.008       39.168      2.123,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           15.808          3        5.269,0        5.344,0        3.872        6.592      1.361,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.688          4       32.672,0       32.064,0       31.168       35.392      1.861,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.056          3       36.352,0       35.712,0       34.560       38.784      2.183,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.480          3        5.493,0        5.472,0        4.256        6.752      1.248,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.176          4       32.544,0       31.616,0       31.168       35.776      2.195,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          110.656          3       36.885,0       36.448,0       34.496       39.712      2.635,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.768          3        5.589,0        5.344,0        4.512        6.912      1.218,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.560          4       32.640,0       32.032,0       31.168       35.328      1.842,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.896          3       36.298,0       36.288,0       34.336       38.272      1.968,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.576          3        5.525,0        5.440,0        4.224        6.912      1.346,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          136.704          4       34.176,0       32.784,0       32.704       38.432      2.837,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          115.360          3       38.453,0       37.536,0       36.064       41.760      2.956,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           21.472          3        7.157,0        7.968,0        5.440        8.064      1.488,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          129.952          4       32.488,0       31.728,0       31.136       35.360      1.982,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.672          3       36.224,0       35.968,0       34.400       38.304      1.964,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.576          3        5.525,0        5.568,0        4.224        6.784      1.280,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          131.040          4       32.760,0       31.808,0       31.168       36.256      2.350,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.928          3       36.309,0       35.808,0       34.528       38.592      2.077,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.800          3        5.600,0        5.984,0        4.192        6.624      1.260,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.144          4       32.536,0       31.744,0       31.168       35.488      1.989,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          110.368          3       36.789,0       35.872,0       35.168       39.328      2.226,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.512          3        5.504,0        5.216,0        4.416        6.880      1.257,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          129.120          4       32.280,0       31.408,0       31.168       35.136      1.917,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
